text_clean,sentiment,score
terinsipirasi film alice borderland,neutral,0.9652785062789917
donk zoom biar netizen hitung,negative,0.8627396821975708
anak masuk sd langsung download ruang guru,neutral,0.9972047209739685
viral tonton,negative,0.9198365807533264
hrd usaha lirik calon karyawan lulus kampus kaya gitu,negative,0.9610794186592102
21 46 skip jerome jelasin,neutral,0.8996487855911255
suka banget asa nonton drakor nyata,positive,0.995563268661499
pinter acara,positive,0.987575113773346
kageeett kak agas,positive,0.8861671686172485
bayangin sodara sodara banding bandingin,negative,0.995556652545929
keren banget ruang guruuu moga acara lanjuttt motivasi,positive,0.9949022531509399
kapannn niee episode 3,negative,0.5894187092781067
seruu banget bjiiirrr,positive,0.9962689876556396
wkhirnya acara bagus,positive,0.9960514903068542
bingung statement psikolog cepat operasi mtemtikanya cepat hitung,negative,0.9875416159629822
kerennnnnn banyakin acara kaya gin pleasee bener2 gugah semangat generasi muda banget siiiii,positive,0.9940438866615295
gassken itb,neutral,0.6549129486083984
sky castle real life,neutral,0.5262644290924072
bangga,positive,0.9965233206748962
trend,positive,0.8406150937080383
hidup dahhhn,positive,0.7639417052268982
eliminasi kecewa tuh kalah cepat kalah pintar ttp semangat,negative,0.8791736364364624
terima kasih udh bikin acara moga anak motivasi kualitas didik indonesia maju,positive,0.9727514982223511
yaya istrinua bintang emon,neutral,0.9395144581794739
gokill ruang guruu inspirasi banget,positive,0.9926135540008545
acara keren kualitas,positive,0.9967477321624756
bisa2nya bilang tkt hujat netizen okey pinter ko hebat ko,negative,0.9687257409095764
jirr rippo,negative,0.5374189615249634
korea university war indonesia clash champions,neutral,0.9952102303504944
tertawa nyalain subtitle wkwkw pdhl indonesia ahahaha,negative,0.9556232690811157
pr,negative,0.9593531489372253
anak teknik informatika pusing suruh gin paham konsep rumus algoritma pas ngitung urus komputer,negative,0.9903337359428406
35 31 org pinter kalah hujat nitizen,negative,0.9905339479446411
sedih eliminasi terbodo champion,negative,0.996444046497345
serta pulang sedih sedih situ wkwkwk,negative,0.9956978559494019
pas bagi otak ny deh wkwk,positive,0.9817718267440796
hibur orang orang biar org males,negative,0.996928870677948
yayaaa psikologi heuu angkaa makan sehari2 mentok2 matkul psikometri kuantitatif gitu2 doang keren bangetttss,positive,0.9945321083068848
nadiem dr ngutak ngatik seragam biaya naik didik alhamdulillah org acara mutu sponsorin apresiasi,neutral,0.48031526803970337
uang erti sedih huhuu jadinyaa seruuu ken ngerjainnya jugaa,negative,0.876630961894989
aaakkk keren bgttt indonesia acara bagus nangeeesss sabar episode,positive,0.9967883825302124
kak ibnu unhas semangattt coc keren kokkk,positive,0.9895923137664795
pakai aritmatika,neutral,0.8990880250930786
sabar nunggu episode 3 cung nunggu eps 3 nonton replay eps 1 2 trs,positive,0.939328134059906
hebat bangeet janji akuuu hujaat baik,positive,0.9954884648323059
masyaallah,positive,0.9869580864906311
bicara ronde 1 gampang idihhh,negative,0.8815549612045288
yng plang kasihan bget sumpah kasi gua,negative,0.9965611100196838
kerenn bgt 3jt views virall ini,positive,0.9833270907402039
kesini tiktok,negative,0.6231140494346619
terimakasih acara,positive,0.9723668694496155
pinter2 banget insyaallah,positive,0.9942263960838318
pinter makan,positive,0.9953576922416687
seru bangeeeeeeet emak emak ken ikut ngituuuung wkwkwk,positive,0.9931612014770508
clash champions season 2 nihh sejutu like,neutral,0.8889526724815369
seru banget sumpah,positive,0.9969931840896606
minder,negative,0.9977836012840271
sumpah kerennn bangetttttt,positive,0.9970593452453613
lihat prestasi haru bngt nangiss,negative,0.6807711124420166
bentar ko cowo eh gpp pinter,negative,0.8631842732429504
kerennn shakira,positive,0.9961867928504944
khas cina sby maxwell isa,positive,0.9025845527648926
semangat ngitung kali ini pleasee naikin gaji tim creative nyaa,positive,0.9579726457595825
penasaran kaya university war korea izin bikin acara,neutral,0.9831314086914062
terus bangsa ganti orang perintah resah,negative,0.9964156150817871
greget benernya gabisa ikut,positive,0.5985130667686462
ikut bangga lihat anak2 muda genius pintar hebat2 universitas2 nama indonesia viral biar acara alay2 trend topic,positive,0.5070009231567383
like share trendingkan,negative,0.5208154916763306
nan,positive,0.5520075559616089
min kasih kerja biar cepat,neutral,0.9786131381988525
goodjob ruangguruu sedih lolos udh keren bgt moga ambil hikmah dik adik patah semangat,positive,0.9418686628341675
gagal kalah gagal baik yg lolos baik baik,negative,0.9833781719207764
35 30 anjirr sepedes pedesnya mulut netizen netizen waras g ngehujat sihh masuk acara wow banget kakak kakak lolos semangatt,negative,0.8217474222183228
yaya banget alca anjirr,positive,0.7468547224998474
buset pecah kerennnnn parah,negative,0.9916986227035522
ngeremake university war good banget hasil moga acara2 gin,positive,0.9916754961013794
acara masuk televisi internet,neutral,0.9940035939216614
sepupu les online ruang guru kuliah ugm mantap,positive,0.960309624671936
masuk tv yak,neutral,0.9693156480789185
anak2 wahh wahhh harap murid ambis dlm ajar gin n merasakn kecewa berat belajr maksimal wlw begt moga sukses,negative,0.9865929484367371
inspirasi university war variety show korea,neutral,0.9098147749900818
keren banget acaraaa giniaaan memotifasi ajar rumor sekolah syemnagatttt,positive,0.9948752522468567
toloongg perbanyakk acara acara,positive,0.9267466068267822
favorit shaqira,positive,0.985353946685791
banyakin bikin audition gin,positive,0.5676125288009644
sedih lihat eliminasi orang hebat situ sedih otak wkwk,negative,0.9970453381538391
wkwk yesaya udh flexing duluan eh lolos,negative,0.9118130207061768
eng sub pleasee,negative,0.9849191904067993
keren keep ruang guru,positive,0.9949117302894592
emilda kemarin juara lumayan nyakitin semangat emilda,positive,0.8035425543785095
2 bener coba ss 2 1618 ngitungnya pergrup2 gitu 18 90 grup 1 beda 16 1 grup 18 89 16 1602 16 1618,neutral,0.8344236016273499
ruang guru terima kasih hadir acara,neutral,0.987533450126648
acara negara belah gpplah keren,negative,0.9799891114234924
erti kaga,negative,0.9878076910972595
min episode 3,neutral,0.9268859624862671
maxwell cute banget deh tertawa,positive,0.9900516867637634
lolos gapapa banget dsitu keren banget,positive,0.9957324862480164
keren bangeettttt seru pol,positive,0.9965115189552307
eng subtitles,neutral,0.6440024971961975
seru banget oiiii,positive,0.9966245889663696
nonton bareng anak usia 5 wkwkwk seru,positive,0.9958831071853638
jerome,negative,0.9688623547554016
bangga banget,positive,0.9966097474098206
ken sekolah,negative,0.5750121474266052
haloo kak editorrr banyakin screentimenya kak faisal eps 3,neutral,0.974840521812439
ken dehh serta oada kisar umur yahh lahir,neutral,0.5303299427032471
nonton ngehitung,negative,0.9538562893867493
keren semuaa,positive,0.9969377517700195
lihat kangen huhu lulus kuliah,positive,0.5413030385971069
36 00,neutral,0.7630699872970581
hebat bangeeet hijab rapih udh ngitung 3 ronde udh awut2an meweek,positive,0.9909507036209106
acara temu anak2 pinter matematika indonesia,positive,0.6296893358230591
bukti indonesia kurang orang pinter orang jujur,negative,0.9956588745117188
rewatch,negative,0.9918124675750732
keren banget acara erti pas nonton degdegan,positive,0.996762752532959
trendingin donk no1,negative,0.8917304277420044
banyakin eps sukaa,positive,0.9127743244171143
upi,neutral,0.8108837008476257
acara kaya korea terus acara kaya gin didik,negative,0.9764748215675354
gedek yesaya,negative,0.9933884143829346
university war versi indonesia mantap,positive,0.9921086430549622
kuliah pinter2 ttp nonton,positive,0.9531077146530151
anak muda indonesiaa kereeen bangeeettt,positive,0.9923581480979919
suka deh nonton giniian,positive,0.9963759779930115
add subtitles show wants get views,neutral,0.9786191582679749
video menang indonesia milik putra puter prestasi batas,neutral,0.988579511642456
honey comb vertikal 6 horizontal 15 6x15 90 kotak 18 90x18 1620 1 honeycomb isi 16 kurang 2 1620 2 1618,neutral,0.9821138978004456
lihat matematika,neutral,0.7168231010437012
deh ibu2 suka nonton smg anak2ku sepinter penasaran ken ngerjain,positive,0.9779963493347168
yesaya,negative,0.6473656892776489
sekian leyot nonton jiwa ambisku muncul,negative,0.9877830147743225
tayang,neutral,0.5974805355072021
apresiasi setinggi2nya tim ruang guru kewl abieeezz,positive,0.9862635135650635
tim pas uji matematika kertas coret coret bersih bersih dosa bayi wkwkww,negative,0.9944342970848083
anak kuliah ui 22 suruh nonton seru sbg emak2 lihat bagus youtube isi didik,positive,0.6922966837882996
ayo indonesian kerennnnnnnn indonesia kerennnn,positive,0.9849645495414734
mantap ken kuliah,positive,0.9957614541053772
banyakin tayang,positive,0.8681167960166931
kumpul anak2 bangga orang tua hahaha,positive,0.9653093814849854
orangtua bangga lihat pinter ahhh serasa bayangin kelak anak anak pintar,positive,0.9746164083480835
suka benget,negative,0.9956637024879456
eh seru banget,positive,0.9957125186920166
uang univ wkwk,negative,0.6563364863395691
normalisasi pintar keren normalisasi bodoh keren bangga bodoh,negative,0.9979621171951294
komen negatif anak2 way amazing seen show,negative,0.9977467656135559
nampak bobrok kualitas struktur perintah indonesia kelola sdm maju perintah orang2 bodoh pandai ngejilat,negative,0.9972431659698486
bangga liat indonesia generasi terus hebat moga calon amanah slah satu jujur sad lihat ginian gaakan kuliah kdang ken banget lihat prestasi2 gtu hncur anjr b3go gin inti hebat mantap,positive,0.9944197535514832
utama ilmu adab etika imbang,neutral,0.6499936580657959
keren keren bangettttt bismillah tertawa,positive,0.9938832521438599
adain donkk seni pen nonton banget gila gilee,positive,0.9260934591293335
tonton keren,positive,0.9790194630622864
keren bangettttt,positive,0.9968470931053162
acra kire university war mayan cerdas anak indo,positive,0.9522066116333008
nonton university war feelnya kagum heran krna negeri pas acara asa butir debu nonton orang pinter2 bangga ranking 1 kelas,positive,0.9796477556228638
anak,positive,0.6994160413742065
salut tim kreatif ruangguru bagus banget acara,positive,0.9946954846382141
yesaya kocak,positive,0.9824268817901611
sip,positive,0.9766785502433777
lycaa takut hujat netizeenn,negative,0.9955453872680664
ken daftar ajar ruang guru ekonomi keluarga dukung,neutral,0.9967747330665588
sumpaahh lolosss kaliaann tuh masuk situuu ajaaa udaahhh hebaaatt bgtttt,negative,0.9916788935661316
hai syakira moga ana fadhia ngikutin jejak mahasiswa prestasi utama fakultas dokter ui aamiinn maasyaaallahh,positive,0.9511392712593079
hai syakira moga ana fadhia ngikutin jejak mahasiswa prestasi utama fakultas dokter ui aamiinn maasyaaallahh,positive,0.9511392712593079
kocak takut hujat netizen,negative,0.9959282279014587
kereenn bget acara,positive,0.9890868663787842
aduuu keren banget masyaallah,positive,0.9968358874320984
menang nonton bangga banget org emang beril,positive,0.9926154613494873
nonton ngang ngong liat wkwkw,negative,0.9732072949409485
udh langsung eliminasi,neutral,0.9289476275444031
tutor ngerjain pola ronde 1 2 3 donk,neutral,0.9132939577102661
moga anak kelak diri salah serta hebaaaattt,negative,0.9925857186317444
sumpahh 10 orng eliminasi sedihh dihujatt hebaatt bidang masingg udh kereenn udh usaha baik sediih sempat untk orng putus asa semangaattt,negative,0.6196086406707764
insecure sungguh nonton kumpul orang orang pinter gin insecure rame rame,negative,0.8183947205543518
keren,positive,0.9971580505371094
naikin gaji editor wk opening keren scoring mantap,positive,0.9932482242584229
moga trend,positive,0.9807850122451782
ajar salah malu gaharus malu suara,negative,0.9966713786125183
university baik asean,positive,0.9328065514564514
lovee,positive,0.9908353090286255
suka banget nontonnyaaa saran editor periode selesai serta ditunjukin dongg biar kagum nyelesain cepat banget grafik peringkat game angka gitu list urut ajaa,positive,0.9954364895820618
lulus nonton gin seruuu bgt,positive,0.9938642978668213
layak tonton era krisis tonton bagus indonesia,positive,0.9884931445121765
nan,positive,0.5520075559616089
like physical 100 netflix challenging brain agility,neutral,0.9681214690208435
kenal menang allah 3 universitas idola harap masuk universitas brawijaya universitas airlangga universitas padjajaran harap masuk salah universitas gatau jalur jalur mandiri,neutral,0.9942241311073303
nonton asa hidup bnrn cuman cameo nia real butir debu wkwk,negative,0.9948716163635254
lihat gni pngin kuliah,negative,0.8121901750564575
pinter entertaint asoyy tim kreatif producernya,positive,0.9884976148605347
trending,positive,0.8826763033866882
keren habis acara enjoy banget nontonnya kali kali bikin degdegan kagum championss moga depan lagi acara gin goodluckk ayo teman teman ramein biarr dibikinin lagi,positive,0.9917058944702148
adik adik acara generasi muda hebat semangat ajar,positive,0.9925462603569031
eliminasi semangat hebat,positive,0.9954643845558167
mon maap min saran ngejelasin rumus nyelesain dicepetin belllajar tertawa ho ho,negative,0.9879261255264282
19 11,negative,0.4964948296546936
indonesia kurang orang pintar kurang orang jujur,negative,0.9960592985153198
salam malaysia suka jenguk program tarik suka tgk orang bijak2 motivasi study hard good job guys,positive,0.9591212868690491
keren keren banget orang orang yaallah,positive,0.9959385395050049
pinter pinter banget moga anak ngikutim jejak kakak kakak,positive,0.9897531270980835
acara gin viralkan banyak tonton gajelas pleasee,negative,0.9957476258277893
keren banget pinter2 moga anak wafa almira azzahra pinter kakak2 aamiin,positive,0.9942114949226379
bismillah nular pinternya,positive,0.984619677066803
kesini gra2 ig,negative,0.521660566329956
amazing,positive,0.9963293671607971
nonton merinding bangga,positive,0.9502602815628052
ruang guru ngadain acara tingkat sd smp sma tampil siswa siswi prestasi republik motivasi anak anak indonesia,neutral,0.9890064001083374
kerenn,positive,0.9957095384597778
gin tranding,neutral,0.7952447533607483
ken orang pinter sekolah jaman asik main luar olahraga ajar sistem kebut malam gitu deh hasil nilai nilai dapat,positive,0.8867342472076416
keren berani tetep semangat,positive,0.9946709275245667
minimal kasih meja,neutral,0.580596387386322
wuih rem acara,positive,0.9438481330871582
ruang guru kerennnnnn keren acara,positive,0.9961477518081665
bilang gampang lawaak,positive,0.9680166840553284
w nonton university war shock orang sepinter ituuu ini indonesia beneran adaa orang sepinter jugaaaa ngerasa orang bodoh dunia sie,negative,0.9982597231864929
sapa,negative,0.4870467185974121
campaign ruang guru keren,positive,0.9947735667228699
moga anak pinternya kaya merekaaaa,positive,0.9924058318138123
yok yok team akuuh,neutral,0.972820520401001
maxwell lucu cocok jejak jerome eks entertainment,neutral,0.5021332502365112
please tonton penuh daging kaya gin trend,negative,0.9810191988945007
pliss acara indonesia banyakin kualitas kaya gin kekk,positive,0.9719155430793762
suka banget nontonin orang pinter moga pinternya nular,positive,0.9949571490287781
kecil hatiiii lolos anjing hebat banget pinterrrrrrr masya allah banding goblok deh hebaaat bgt,negative,0.972859799861908
tenang aja dunia kerja kalah orang bodoh licik haus kuasa,negative,0.9980277419090271
acara lolos ngalahin duduk indonesia,positive,0.5069984197616577
owesome,positive,0.9829844236373901
maxwell medok ituuuu,negative,0.9883081316947937
neng banget lihat org pinter masyaallah moga anak kelak pintar anak hebat pwol,positive,0.9846922159194946
keren bangettt masyaallah,positive,0.9968546628952026
kak vania ikut,neutral,0.9918904304504395
ayo dukung acara,positive,0.8540534973144531
shakira orang arab inget kakak fadil kakak yislam,neutral,0.5659282803535461
mantap lolos pinter lho kecewa insecure merinding lho lihat,negative,0.8151488304138184
ugm bikin malu banyak nerima mahasiswa kaya lupa kualitas,negative,0.9980612397193909
ronde 3 jerit kampreeettt,negative,0.9911393523216248
andai mahasiswa prestasi jamin kerja mudah org semangat ajar patah semangat udh kalah ordal prestasi,negative,0.9734832048416138
go orang cerdas moga ilmu manfaat inspirasi bangsa,positive,0.9788980484008789
pintar,positive,0.9885333776473999
english subtitles talk,neutral,0.9695075750350952
seru banget nonton asli g sadar nonton pinter2 kompetisi ngemil kuaci kaya anjir mreka kompetisi apa daya ngemil kuaci hahaha,positive,0.9845383167266846
sekolah adik adik beasiswa,neutral,0.9182754755020142
episode baru tayang sabtu minggu,neutral,0.9395273923873901
cimori enak,positive,0.9974621534347534
seragam inspirasi misionaris mormon yak,positive,0.8735682964324951
masuk televisi biar televisi nasional acara joged2 aja acara motivasi mah,negative,0.8906214833259583
itb kalah lawan ui f,negative,0.8915302753448486
iriii bilangg woyyy pngn kya woyyy,negative,0.9943913817405701
bukti tembus bas jurnal scopus kaleng2,neutral,0.9947223663330078
keren banget auto insecure otak acara,positive,0.9948685169219971
add english subtitles non indonesian watch,neutral,0.9876065850257874
neng lihat kya gin,negative,0.8979665637016296
admin adain tim terjemah biar org lihat acara bener2 tarik,neutral,0.9698696136474609
series netflix nii,positive,0.8290769457817078
jiwa insekyur ronta ronta,negative,0.9949401617050171
keren bangettt acara serta please adain s2,positive,0.9869100451469421
orang indonesia kurang orang cerdas kurang orang jujur,negative,0.9937953948974609
go hanif gooo,neutral,0.5027238726615906
kakak liat puyeng expect ruangguru adain gin keren proud,negative,0.5638483166694641
hadiah berepa,positive,0.9763017296791077
suka banget konten kaya gin motivasi banget bikin semangat ajar,positive,0.9966520667076111
takut hujat allah ngakak mbak mas smuanya kereenn lulus jgan sedih rendah hebat bidang lainny,negative,0.7768224477767944
acara beginiiiiiiii,positive,0.5398977994918823
moga farmasi yaaaa,positive,0.7844289541244507
real orang pinter,positive,0.9563809633255005
sesi insecure,positive,0.5123476386070251
acara manfaat,positive,0.987979531288147
editor bagus tema2 dihighlight metode proses pikir mampu solvingnya hasil menang woooi kuis bagus nonton org bolak doank,positive,0.9844573140144348
coy ken kuliah gue,negative,0.8207566142082214
inspirasi university war mantap,positive,0.9953595995903015
moga gk lihat hehehe,positive,0.5232706665992737
keren acara,positive,0.9969087243080139
university war korea versi indonesia,neutral,0.9934391379356384
keren2 sihhh,positive,0.9969114661216736
bodok iri,negative,0.9974000453948975
pinter gitu beras merek yaaa,positive,0.7940915822982788
nama game coc vibesnya film end games editing video musik keren skema pola games muantulll sukses ruang guru,positive,0.759872555732727
lihat ss kerjain gabisa ngopi,negative,0.9904734492301941
keren,positive,0.9971580505371094
tertawa acara ramai good looking nonton cewek,positive,0.9762097001075745
acara wajib trendingkan banding aksi joget joget aksi tawur manfaat nasib bangsa tangan pemuda,neutral,0.8323134779930115
good concept fan masterchef indonesia editing though much comments try copy korean style would better,neutral,0.7909682989120483
please acara haruss adaa terusss,positive,0.6752357482910156
suka kuis,positive,0.8686636090278625
seru nontonin orang pintar,positive,0.9929232597351074
gin gin viralin didik,neutral,0.876465380191803
bocah bocah pargoy redup,negative,0.97052401304245
watch arabic subtitles,neutral,0.9834205508232117
mantap acara gin,positive,0.995790421962738
ruang guru cut pas serta ngejelasin strategi,neutral,0.55922931432724
orang pintar kalah orang teliti untung,negative,0.9934949278831482
vivat,neutral,0.5821074843406677
lanjut tonton kualitas,neutral,0.5484135150909424
itb genkk,positive,0.9699382781982422
merinding,negative,0.6422960758209229
bjirrrr,positive,0.7330179214477539
fix orang2 prestasi viral,negative,0.9157739877700806
yesaya msih malu gk,negative,0.9931579232215881
ibnu malu nilai mu tah wkwkw,negative,0.9957342743873596
geniuses making,negative,0.7964922189712524
please put proper english subtitle lot international viewers dont know bhasa indonesia please highly requested,neutral,0.9662858843803406
keren sumpah,positive,0.997414231300354
prestasi bangga liat merinding banget,positive,0.910817563533783
hamil nonton doa moga anak pintar aamiin,positive,0.9710270166397095
download dmn,neutral,0.9912312626838684
gakblolos tuh kereenn banget asliikk salud bangga semiga anak anak prestasi cerdas aamiin aamiin yra,positive,0.9941691160202026
openingnya kaya drakor thriller keren banget,positive,0.9959204196929932
keren banget,positive,0.997103750705719
seruuuuuuuuuuuuuuuu bgtttttttt,positive,0.9952356219291687
penasaran ig,neutral,0.8051103353500366
mc ges,positive,0.6610435247421265
tampilin kakak,neutral,0.7947885990142822
keren indonesia ware kualitas otak warga negara pemuda generasi terus banyak acara gin yokk,positive,0.9659736752510071
turnamen clash clans,neutral,0.8954174518585205
bilangnnya tambah,positive,0.9140464067459106
10 orang lolos hebat bangetttt sumpah hebat moga sukses depan,positive,0.9926756024360657
shakira beneran ngitung crazy trus ngitungnya anjing,negative,0.8993170261383057
kolaborasi hyunbin cs university war kereeennnn,positive,0.9573895335197449
wajib viral suka tonton sukses adik adik ruang guru jaya sukses,positive,0.9720600247383118
hoping english sub,neutral,0.8723308444023132
tim mageran bangga orang pintar kumpul hahaha,negative,0.8623812794685364
acara kualitas angkat derajat anak anak cerdas indonesia pelosok negeri,positive,0.7428696751594543
ken kuliah,negative,0.8248440623283386
keren keren banget,positive,0.9968572854995728
moga kelak anak2 versi baik ahli bidang ajar olahraga bidang suka,positive,0.9670767188072205
lolos senang boro boro mikir,negative,0.9915139079093933
27 15 wajah brian adem ngomongnya halus dokter sayang,positive,0.9749762415885925
lihat orang pintar menang haru moga ilmu manfaat baik yah,positive,0.9863666892051697
lihat ginian bikin pacu,negative,0.9956133365631104
acara bagus bnget saran ksih ket pengerjaanya,positive,0.9860742688179016
ken menang lihat orang pinter haru,positive,0.7929728031158447
devil plan netflix gengs jarang banget indonesia bgnian,negative,0.9847548007965088
muka muka orang cerdas,negative,0.636859118938446
itb gacorrr,positive,0.7148962616920471
trend bagus banget acara gin,positive,0.9966303706169128
end acara masterchef ajar ajar deg2an,negative,0.9923250675201416
akhirnyaa nnton university war subtitle,neutral,0.9637061357498169
tim pinter2 neng cowok pinter,positive,0.9674487709999084
eps 3 wehh,negative,0.5986218452453613
ruang guru keren banget bikin acara kaya gin viralin biar acara guna kaya gin orang pinter indonesia perhati,positive,0.9892043471336365
serrruuuuu banget siiiiiii,positive,0.5386977195739746
npc,neutral,0.7213615775108337
orang orang ko pinter sii makan dahh,negative,0.976818323135376
nangiss keren bgtt smoga gtu huaa,positive,0.8936368227005005
lihat angka intimidasi wkwkkkk nyerah duluan,negative,0.9972276091575623
merinding,negative,0.6422960758209229
orangorang keren,positive,0.996817946434021
tantang udh harap ugm matematika ipk 4 langsung lolosssss,neutral,0.67399662733078
bayakin acara bgini biar motivasi ajar,positive,0.8403754234313965
lolos kerennn teliti bidang ipk bagus kuliah sosial lambat berfikir ngitung,negative,0.6018274426460266
rea nana duhhh sayang bgtttt,positive,0.9791441559791565
assalamualaikum warahmatullahi wabarakatuh kakak ruang guru saran kak kakak class champions versi anak seni kak kak ruang guru lirik pemuda pemudi tanah air dukung otak kiri mate matikanya kakak terobos kali adakan conpetisi khusus anak anak kreatif andal dominan otak kanan anak seni keren banget kakkkk kak bidang art peluk babak luk wajah batas sedia posisi babak luk wajah instruksi wajah posisi babak tiga luk wajah 20 depan foto kontestan foto anak anak usia 20 atas dekat posisi,positive,0.925014317035675
tertawa motivasi ajar lambat banget nonton lulus kuliah,negative,0.9982043504714966
please add eng sub titles tht international audience watch,neutral,0.9914641976356506
ipk 5 0 pilih ipk 2 3,neutral,0.9568489789962769
merinding nontonnya,positive,0.920939564704895
ruang guru keren abizzzzzz,positive,0.9967124462127686
motivasi nonton orang pinter biasa2 aja,negative,0.9979913234710693
wadaw hebat hebat banget keren,positive,0.995685338973999
pmerintah sesuai ajar sekolah,neutral,0.8880028128623962
liatin biar nonton nyoba hahahha,neutral,0.768265962600708
kerennn ihh merinding nonton,positive,0.9737424254417419
ruang guru tim kreative kasih pola hitung trik ronde viewer paok hahaha,neutral,0.5872713327407837
tayang,neutral,0.5974805355072021
tugas aja test latih fokus teliti keliru,negative,0.9915027618408203
mendikbud ambil jajar profesional ruangguru,neutral,0.9962463974952698
please add english subtitles,neutral,0.9907518625259399
plonga plongo situ,negative,0.9884408712387085
allah rasulullah ikhlas ikhlas ridho iklan video kaya gin bener podcast2 bodoh undang kontroversial youtube isi kaya gin,negative,0.9964221715927124
borong itb,negative,0.995969295501709
prestasi bangga,positive,0.9951150417327881
acara kualitas tuju kumpul,neutral,0.8591969609260559
acara master chepppp ganti ajaaa,negative,0.5495061278343201
gilakk nonton merinding keren,positive,0.9863893389701843
g lolos hebat2 banget kq prestasi emang smua kepinteran tentu hitung2an kdang pnter dg wawas luas,positive,0.5562552213668823
subscribe ruang guru gara2 acara,negative,0.5023675560951233
maa syaa allah keren,positive,0.9947642087936401
ruang guru keren parah,positive,0.5832045674324036
rata2 dokter,positive,0.759562611579895
keren banget lihat orang orang pinter,positive,0.9962549209594727
gap year 10th ken s2 gara acara,neutral,0.9871217608451843
biar cepat,neutral,0.4897938370704651
bejiirrr,negative,0.8989700675010681
bikin juni dump,negative,0.7222127914428711
pintar lihat,positive,0.9795666337013245
lolos keren banget woyyy,positive,0.9953913688659668
kepala direktorat sembunyi lucu banget kadittt,positive,0.9008831977844238
brian bicara suara sampai bagus banget bayang udh dokter keren banget edukasi pasien,positive,0.9956050515174866
sebenernya mah bosan kemas entertaint settingan seru tarik minat,negative,0.9943272471427917
well done ruangguru,neutral,0.9684546589851379
bang masuk al azhar program ruang guru ngga,neutral,0.9901763796806335
penasaran laku bangsa moga tuhan kah,negative,0.8361033201217651
yocan ayo minderrrr im proud youuuuu,positive,0.8837957978248596
kereeennn,positive,0.9915221929550171
university war korean show dijabarin jelas strategi main hadap tantang tonton ajar,positive,0.6220411658287048
yocan ayo yocann,neutral,0.6533617973327637
pinter iri,negative,0.9930062294006348
masyaallah pinter pinteeerrrr,positive,0.9919872283935547
kerennn,positive,0.9970130920410156
alfie orang teliti bicara gt dokter dokter tuh banget teliti lho semangat,positive,0.9556878209114075
keren banget gilaaaaakk,positive,0.9969232678413391
masyaallahh kakak2 keren bangetttt,positive,0.9961585402488708
smpai kesini,neutral,0.8081731200218201
aahhh versi indonesia moga trend joget2 flexing aja sekali2 brain flexing,positive,0.7508333325386047
gaes orang2 pinter bicara prestasi ko pakai menang kaya ko bilang g bisaaaaa,negative,0.9036850333213806
maxwelllll go go go,neutral,0.7574466466903687
kumpul nerd,neutral,0.6310367584228516
keren2 ayoo ep selanjutny,positive,0.9903472661972046
konsep nyamain university war soale r,neutral,0.8881620764732361
25 30 ko logo ui sensor skrg kyknya kmaren engga adik,neutral,0.7069811820983887
gagal hebat semangat,negative,0.9969673752784729
allahumma baarik lak ampun serius asli seruuu tambah suka ajar lanjut ruangguru terimah kasih love yu best,positive,0.9913262724876404
terharuuuu banget indonesiaaaaaaa kualitas giniiiii kaya perintah,positive,0.9841130375862122
please put english subtitles,neutral,0.9796084761619568
masyaallah allah moga kaya aamiin,positive,0.9799885749816895
inget ngitung,negative,0.5272853374481201
please hujat lolos susah,negative,0.9959825277328491
acara gk kyak gntung bnget 2 eps,negative,0.9860081076622009
flashback anime classroom elite season 3 uji,neutral,0.854398787021637
keren banget orang orang prestasi indonesia,positive,0.9952211976051331
ikut nanges eliminasi hebat keren banget adik adik,positive,0.9962477087974548
jerome polin wajib,neutral,0.7698245644569397
tim calon emak muda neng nonton acara motivasi biar didik anak kelak cerdas,positive,0.8375886082649231
ken pinter kaya raya tulul,positive,0.9823421835899353
terima kasih ruang guru konten kualitas harap depan acara masyarakat indonesia kualitas konten moga depan orang duduk perintah depan orang berkualiatas kompenten bidang amin,positive,0.9465706944465637
harap depan season 2 anak2 non esakta yak anak sastra seni matematika gin anak sastra doyan angka otomatis singkir wkwkwk,negative,0.9794043302536011
merinding nontonnya haru berkaca2 acara tunggu,positive,0.47982341051101685
lolos udh palinggg pinterrr semangaaat,positive,0.9922065138816833
acara gin tarik inspirasi anak2 muda moga ruangguru ada acara gin kereeeennn banget pokok mahasiswa2 masuk keren2 salut shakira orang pintar tenang heran selesai urut,positive,0.9959408044815063
smngt coba kelihtannya sulit,negative,0.9920935034751892
maxwell lucu bgt,positive,0.994968831539154
konsep serial reality show netflix devil plan bagus keren,positive,0.9955965876579285
kerenn tahan acara inuu,positive,0.9843623638153076
banyak channel,positive,0.5926530361175537
soal2nya kayak seru kita2 rumah nyobain nyelesain soal2nya,positive,0.9145410656929016
ray4c anak ui,neutral,0.9742788076400757
please translate english,neutral,0.9695683121681213
ruang guru best konten trend lho terima kasih ruang guru suguh konten clash champions terima kasih adek adek serta usaha baik,positive,0.9756186008453369
lolos semangat yaaa kakak kakak keren banget huwaaaaa lancar program acara ginii,positive,0.993501603603363
masyaallah keren,positive,0.9960087537765503
acara gin bisa2nya trend,positive,0.7477778792381287
gin youtube biar anak2 skolah g sekolah sdkit ilmu,negative,0.4872303605079651
